run_id,run_name,use_lora,optim_algorithm,use_scheduler,scheduler_type,train_subset_size,dev_subset_size,test_subset_size,epochs,lr,weight_decay,warmup_steps,lora_r,lora_alpha,lora_dropout,best_dev_loss,best_epoch,best_dev_f1,dev_acc,total_params,trainable_params,checkpoint_path,dev_out_path,test_out_path,phase,method_name
2,lora-adam-trial2,True,adam,False,linear,1200,400,400,4,5e-05,0.0,0,16,32.0,0.0,0.6946888053417206,3,0.38271604938271603,0.62,125621762,591362,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/trial_2_lora-adam-trial2.pt,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/predictions/trial_2_lora-adam-trial2_dev.csv,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/predictions/trial_2_lora-adam-trial2_test.csv,tuning,lora-adam
3,lora-adam-trial3,True,adam,False,linear,1200,400,400,4,0.0002,0.0,0,8,16.0,0.0,0.5952862298488617,3,0.6280867699921664,0.6825,125326850,296450,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/trial_3_lora-adam-trial3.pt,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/predictions/trial_3_lora-adam-trial3_dev.csv,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/predictions/trial_3_lora-adam-trial3_test.csv,tuning,lora-adam
4,lora-adam-trial4,True,adam,False,linear,1200,400,400,4,0.0001,0.0,0,16,32.0,0.1,0.666581546664238,3,0.38271604938271603,0.62,125621762,591362,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/trial_4_lora-adam-trial4.pt,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/predictions/trial_4_lora-adam-trial4_dev.csv,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/predictions/trial_4_lora-adam-trial4_test.csv,tuning,lora-adam
5,lora-adam-trial5,True,adam,False,linear,1200,400,400,4,5e-05,0.0,0,8,32.0,0.1,0.6461644279956817,3,0.38271604938271603,0.62,125326850,296450,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/trial_5_lora-adam-trial5.pt,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/predictions/trial_5_lora-adam-trial5_dev.csv,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/predictions/trial_5_lora-adam-trial5_test.csv,tuning,lora-adam
6,lora-adam-trial6,True,adam,False,linear,1200,400,400,4,0.0002,0.0,0,8,32.0,0.1,0.5790692746639252,3,0.6041165442271019,0.6925,125326850,296450,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/trial_6_lora-adam-trial6.pt,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/predictions/trial_6_lora-adam-trial6_dev.csv,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_3_lora-adam/predictions/trial_6_lora-adam-trial6_test.csv,tuning,lora-adam
1,lora-adamw-cosine-trial1,True,adamw,True,cosine,1200,400,400,4,0.0002,0.0,0,16,32.0,0.1,0.6514141196012497,3,0.38271604938271603,0.62,125621762,591362,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/trial_1_lora-adamw-cosine-trial1.pt,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_1_lora-adamw-cosine-trial1_dev.csv,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_1_lora-adamw-cosine-trial1_test.csv,tuning,lora-adamw-cosine
2,lora-adamw-cosine-trial2,True,adamw,True,cosine,1200,400,400,4,0.0001,0.0,20,8,16.0,0.0,0.651348426938057,3,0.38271604938271603,0.62,125326850,296450,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/trial_2_lora-adamw-cosine-trial2.pt,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_2_lora-adamw-cosine-trial2_dev.csv,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_2_lora-adamw-cosine-trial2_test.csv,tuning,lora-adamw-cosine
3,lora-adamw-cosine-trial3,True,adamw,True,cosine,1200,400,400,4,0.0002,0.01,20,16,32.0,0.0,0.6461044335365296,3,0.38271604938271603,0.62,125621762,591362,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/trial_3_lora-adamw-cosine-trial3.pt,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_3_lora-adamw-cosine-trial3_dev.csv,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_3_lora-adamw-cosine-trial3_test.csv,tuning,lora-adamw-cosine
4,lora-adamw-cosine-trial4,True,adamw,True,cosine,1200,400,400,4,0.0002,0.0,50,8,16.0,0.1,0.6454119157791137,3,0.38271604938271603,0.62,125326850,296450,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/trial_4_lora-adamw-cosine-trial4.pt,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_4_lora-adamw-cosine-trial4_dev.csv,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_4_lora-adamw-cosine-trial4_test.csv,tuning,lora-adamw-cosine
5,lora-adamw-cosine-trial5,True,adamw,True,cosine,1200,400,400,4,0.0002,0.0,50,16,32.0,0.0,0.6516053777933121,3,0.38271604938271603,0.62,125621762,591362,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/trial_5_lora-adamw-cosine-trial5.pt,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_5_lora-adamw-cosine-trial5_dev.csv,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_5_lora-adamw-cosine-trial5_test.csv,tuning,lora-adamw-cosine
6,lora-adamw-cosine-trial6,True,adamw,True,cosine,1200,400,400,4,5e-05,0.0,50,16,16.0,0.1,0.7877350634336472,3,0.38271604938271603,0.62,125621762,591362,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/trial_6_lora-adamw-cosine-trial6.pt,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_6_lora-adamw-cosine-trial6_dev.csv,results/paraphrase_tuned_then_compare_small/phase1_tuning/method_4_lora-adamw-cosine/predictions/trial_6_lora-adamw-cosine-trial6_test.csv,tuning,lora-adamw-cosine
